Material_Name,Chemical_Composition,Material_Class,Film_Thickness,Substrate,Material_Type,Superconductor_Type,Superconducting_Transition_Temperature,Pressure,Crystal_Structure,Lattice_Structure,Space_Group,"Lattice_Constant(a)","Lattice_Constant(b)","Lattice_Constant(c)",Lower_Critical_Field,Upper_Critical_Field,Experimental,DOI
LaRu₄P₁₂,LaRu₄P₁₂,Bulk,,,SC,,7.2 K,,Cubic,skutterudite,,,,,,,TRUE,Handbook of SC
LaS,LaS,Bulk,,,NSC,,,,,,,,,,,,True,10.1103/PhysRev.141.346
LaS,LaS,Bulk,,,SC,,~1 K,,Cubic,NaCl,,,,,,,True,10.1103/PhysRevB.11.500
LaS,LaS,Bulk,,,SC,Classical,0.9 K,,Cubic,NaCl type (rock salt),,,,,,,TRUE,Handbook of SC
Lanthanum Sulfide,LaS,Bulk,,,SC,Conventional/BCS,2.01 K (calculated),,,,,,,,,,FALSE,10.1103/PhysRevB.104.054515
LaS1.346,LaS1.346,Bulk,,,SC,Type-II,7.97 K,,Tetragonal,Th3P4-type,,,,,,9.73 T,True,10.1103/PhysRevB.25.4604
LaS1.355,LaS1.355,Bulk,,,SC,Type-II,8.29 K,,Tetragonal,Th3P4-type,,,,,,11.67 T,True,10.1103/PhysRevB.25.4604
LaS1.366,LaS1.366,Bulk,,,SC,Type-II,7.87 K,,Cubic,Th3P4-type,,8.730 Å,,,,16.2 T,True,10.1103/PhysRevB.25.4604
LaS1.399,LaS1.399,Bulk,,,SC,Type-II,5.01 K,,Cubic,Th3P4-type,,,,,,9.67 T,True,10.1103/PhysRevB.25.4604
LaS1.433,LaS1.433,Bulk,,,SC,Type-II,2.61 K,,Cubic,Th3P4-type,,,,,,4.99 T,True,10.1103/PhysRevB.25.4604
LaS1.456,LaS1.456,Bulk,,,NSC,,,,Cubic,Th3P4-type,,,,,,,True,10.1103/PhysRevB.25.4604
LaS1.496,LaS1.496,Bulk,,,NSC,,,,Cubic,Th3P4-type,,8.731 Å,,,,,True,10.1103/PhysRevB.25.4604
LaSb,LaSb,Bulk,,,NSC,,NSC,,,,,,,,,,FALSE,10.1103/PhysRevB.99.024110
Lanthanum diantimonide,LaSb2,Bulk,,,SC,,0.4 K,,Orthorhombic,SmSb2 structure,,,,,,,,10.1103/PhysRevB.57.13624
LaSb2,LaSb2,Bulk,,,SC,,1.2 K,ambient pressure,Orthorhombic,layered SmSb2-type,,6.319,6.1739,18.57,,"0.15 T (c-axis), 0.7 T (in-plane)",TRUE,10.1103/PhysRevB.87.214504
LaSb2 (under pressure),LaSb2,Bulk,,,SC,,2.1 K,4 kbar,,,,,,,,,FALSE,10.1103/PhysRevB.87.214504
LaSb2,LaSb2,Bulk,,,SC,Type-I,"onset: up to 2.5 K, zero resistance: 0.7 K (ab-plane), 0.5 K (c-axis)",ambient pressure,Orthorhombic,SmSb2-type,,6.219,6.278,18.46,,"Hc anisotropy Hc(parallel ab) / Hc(parallel c) is ~4 at 0.1 K. At 1.8 K, Hc is ~80 Oe (H || ab) and ~20 Oe (H || c).",TRUE,10.1103/PhysRevB.83.174520
LaSb2 (under pressure),LaSb2,Bulk,,,SC,,onset: ~2.0 K at 4.4 kbar (transition width ~0.1 K),4.4 kbar,Orthorhombic,SmSb2-type,,,,,,"Anisotropy is reduced with pressure, becoming nearly isotropic near 6 kbar.",TRUE,10.1103/PhysRevB.83.174520
LaSe,LaSe,Bulk,,,SC,,~1 K,,Cubic,NaCl,,,,,,,True,10.1103/PhysRevB.11.500
LaSe,LaSe,Bulk,,,SC,Classical,1.0 K,,Cubic,NaCl type (rock salt),,,,,,,TRUE,Handbook of SC
Lanthanum Selenide,LaSe,Bulk,,,SC,Conventional/BCS,0.54 K (calculated),,,,,,,,,,FALSE,10.1103/PhysRevB.104.054515
LaSe,LaSe,Bulk,,,NSC,,,,Cubic,rocksalt,Fm-3m,,,,,,FALSE,10.1103/PhysRevB.110.075430
LaSe(NbSe2),LaSe(NbSe2),Bulk,,,SC,layered,,,,layered,,,,,,,,10.1103/PhysRevB.66.094514
LaSe1.14(NbSe2)2,LaSe1.14(NbSe2)2,Bulk,,,SC,Type-II,5.5 K,,Quasi-cubic and Quasi-hexagonal,Lamellar,,,,,,,TRUE,10.1016/S0921-4534(01)00273-8
Lanthanum selenide niobium diselenide misfit-layer compound,LaSe1.14NbSe2,Bulk,,,SC,Type-II,1.23 K,,,misfit-layer,,,,,,1.2 T,True,10.1103/PhysRevLett.86.5990
Lanthanum selenide niobium diselenide misfit-layer compound variant,LaSe1.14NbSe2,Bulk,,,SC,Type-II,5.7 K,,,misfit-layer,,,,,,,,10.1103/PhysRevLett.86.5990
(LaSe)1.14(NbSe2),LaSe1.14NbSe2,Bulk,,,SC,Type-II,1.23 K,,,,,,,,,18 T,TRUE,10.1016/S0921-4534(01)01221-7
(LaSe)1.14(NbSe2),LaSe1.14NbSe2,Bulk,,,SC,Type-II,1.23 K,,Layered,,,,,,,24 T,TRUE,10.1016/S0921-4526(99)02273-5
(LaSe)1.14(NbSe2),LaSe1.14NbSe2,Bulk,,,SC,Type-II,1.45 K,,Lamellar,Quasi two-dimensional,,,,,,,TRUE,10.1016/j.physc.2007.11.062
(LaSe)1.14(NbSe2)2,LaSe1.14NbSe4,Bulk,,,SC,Type-II,5.43 K,,,,,,,,,8 T,TRUE,10.1016/S0921-4526(98)00774-1
LaSe1.4(NbSe2),LaSe1.4(NbSe2),Bulk,,,SC,Type-II,,,,,,,,,,,FALSE,10.1103/PhysRevB.94.094511
LaSH6,LaSH6,Bulk,,,SC,High-Tc,35,300 GPa,,,,,,,,,FALSE,10.1016/j.solidstatesciences.2024.107551
LaSi10,LaSi10,Bulk,,,SC,Type-II,6.7 K,13.5 GPa,Hexagonal,Hexagonal,P63/mmc,9.623,9.623,4.723,,,TRUE,10.1016/j.jssc.2009.05.010
Lanthanum Disilicide,LaSi2,Bulk,,,SC,,2.5 K,,Tetragonal,α-ThSi2 type,,,,,,,,10.1103/PhysRevLett.74.1427
LaSi2,LaSi2,Bulk,,,SC,Classical,2.5 K,,,,,4.326 Å,,13.84 Å,,,TRUE,Handbook of SC
Lanthanum Disilicide (LaSi2),LaSi2,Thin Film,90 ML,Si(111),SC,Type-II,3.2 K,,Tetragonal,ThSi2-type,I41/amd,4.28,4.28,13.72,,,TRUE,10.1103/PhysRevB.100.165308
Lanthanum Disilicide (LaSi2),LaSi2,Thin Film,10 ML,Si(111),SC,Type-II,3.5 K,,Tetragonal,ThSi2-type,I41/amd,4.28,4.28,13.72,,,TRUE,10.1103/PhysRevB.100.165308
Lanthanum Disilicide (LaSi2),LaSi2,Bulk,,,SC,Type-II,2.3 K,,Tetragonal,ThSi2-type,I41/amd,4.28,4.28,13.72,,,FALSE,10.1103/PhysRevB.100.165308
Lanthanum Disilicide (LaSi2),LaSi2,Thin Film,7 ML,Si(111),SC,Type-II,,,Tetragonal,ThSi2-type,I41/amd,4.28,4.28,13.72,,,TRUE,10.1103/PhysRevB.100.165308
Lanthanum Disilicide (LaSi2),LaSi2,Thin Film,4 ML,Si(111),NSC,,NSC,,Tetragonal,ThSi2-type,I41/amd,4.28,4.28,13.72,,,TRUE,10.1103/PhysRevB.100.165308
Lanthanum Silicide,LaSi2,Thin Film,,,SC,Type-II,2-5 K,,,,,,,,,,TRUE,10.1016/S0042-207X(96)00236-9
α-LaSi5,LaSi5,Bulk,,,SC,Type-II,11.5 K,13.5 GPa,Zintl phase,Monoclinic,C2/m,15.11,4.032,8.26,,,TRUE,10.1016/j.jssc.2009.05.010
LaSiH7,LaSiH7,Bulk,,,SC,High-Tc,41.2 K,0 GPa,Hexagonal,breathing kagome lattice,P-6m2,,,,,,FALSE,10.1103/PhysRevB.110.024513
LaSi₂,LaSi₂,Bulk,,,SC,,2.5 K,,,tI,,,,,,,TRUE,Handbook of SC
LaSn0.15In2.85,LaSn0.15In2.85,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn0.5In2.5,LaSn0.5In2.5,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn1.5In1.5,LaSn1.5In1.5,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn1.95In1.05,LaSn1.95In1.05,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn2.4In0.6,LaSn2.4In0.6,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn2.55In0.45,LaSn2.55In0.45,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn2.7In0.3,LaSn2.7In0.3,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn2.85In0.15,LaSn2.85In0.15,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn3,LaSn3,Bulk,,,SC,,6.45 K,,,,,,,,,,,10.1103/PhysRevB.12.4836
LaSn₃,LaSn3,Bulk,,,SC,,6.45 K,,Cubic,AuCu3-type,,4.774 Å,,,,,True,10.1103/PhysRevB.11.4156
LaSn3,LaSn3,Bulk,,,SC,,,,,AuCu3,,,,,,,True,10.1103/PhysRevB.8.90
LaSn3,LaSn3,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSn3,LaSn3,Bulk,,,SC,,6.4 K,,,Cu3Au,,,,,,,True,10.1103/PhysRevLett.21.792
LaSn3,LaSn3,Bulk,,,SC,,6 K,,,,,,,,,,,10.1103/PhysRevB.30.444
LaSn3,LaSn3,Bulk,,,SC,,6.45 K,,,,,,,,,,,10.1103/PhysRevLett.37.930
LaSn3,LaSn3,Bulk,,,SC,,6.42 K,,Cubic,Cu3Au structure,Pm3m,4.7678 Å,4.7678 Å,4.7678 Å,,,True,10.1103/PhysRevB.25.7238
LaSn3,LaSn3,Bulk,,,SC,Type-I,,,,,,,,,,,,10.1103/PhysRevB.12.1778
Lanthanum tin,LaSn3,Bulk,,,SC,,,,,Cu3Au,,,,,,,,10.1103/PhysRevB.24.5093
LaSn3,LaSn3,Bulk,,,SC,,6.38 K,,Cubic,Cu3Au (L12),,,,,,,True,10.1103/PhysRevLett.34.1620
Lanthanum Tin,LaSn3,Bulk,,,SC,,6.4 K,,,Cu3Au,,,,,,,,10.1103/PhysRevB.24.730
LaSn3,LaSn3,Bulk,,,SC,,6.25 K,,Cubic,AuCu3-type,Pm-3m,,,,,,FALSE,10.1103/PhysRevB.97.224425
LaSn3,LaSn3,Bulk,,,SC,,6.25 K,,Cubic,AuCu3-type,Pm-3m,4.77 Å,4.77 Å,4.77 Å,,,FALSE,10.1103/PhysRevB.82.094517
LaSn3,LaSn3,Bulk,,,SC,Type-II,6.02,,Cubic,AuCu3-type,Pm-3m,,,,,,FALSE,10.1016/j.commatsci.2018.04.038
LaSn3,LaSn3,Bulk,,,SC,Type-I,6.25 K,,Cubic,,,,,,,,FALSE,10.1016/j.physc.2017.07.002
LaSnIn2,LaSnIn2,Bulk,,,SC,,,,Cubic,simple-cubic Bravais lattice,,,,,,,True,10.1103/PhysRevB.5.2924
LaSnRh,LaSnRh,Bulk,,,SC,Type-II,1.695 K,,ZrNiAl-type,Hexagonal,P-62m,,,,,,FALSE,10.1016/j.jpcs.2023.111676
LaSn₃,LaSn₃,Bulk,,,SC,High-Tc,6.42 K,,Cubic,Cu₃Au structure,,,,,,,True,10.1103/PhysRevB.23.2227
LaSn₃,LaSn₃,Bulk,,,SC,,6.02 K,,,,,4.771 Å,,,,,TRUE,Handbook of SC
LaSr2Cu2.7Mo0.3Oy,LaSr2Cu2.7Mo0.3Oy,Bulk,,,NSC,,,,,1:2:3 structure,,,,,,,,10.1103/PhysRevB.47.11337
LaSr2CuO4,LaSr2CuO4,Bulk,,,SC,High-Tc/cuprate,34 K,,,,,,,,,,True,10.1103/PhysRevB.47.6047
LaSr2Mn2O7,LaSr2Mn2O7,Bulk,,,NSC,,,,Tetragonal,layered perovskite,I4/mmm,3.852(3) Å,3.852(3) Å,19.76(2) Å,,,True,10.1103/PhysRevB.61.15269
LaSrAlO4,LaSrAlO4,Substrate,,,NSC,,NSC,,Tetragonal,,,3.754 Å,3.754 Å,12.635 Å,,,TRUE,10.1103/PhysRevB.89.184509
LaSrCoO4,LaSrCoO4,Bulk,,,NSC,,,,Tetragonal,K2NiF4,D4h17,,,,,,True,10.1103/PhysRevB.43.10496
LaSrCuO,LaSrCuO,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.38.780
La-Sr-Cu-O,LaSrCuO,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.53.5889
LaSrCuO,LaSrCuO,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.52.1314
LaSrCuO,LaSrCuO,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevLett.59.2780
Lanthanum Strontium Copper Oxide,LaSrCuO,,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.55.6621
LaSrCuO,LaSrCuO,Thin Film,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.48.392
LaSrCuO,LaSrCuO,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.53.11868
LaSrCuO,LaSrCuO,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.52.R7010
La-Sr-Cu-O,LaSrCuO,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.58.12416
LaSrCuO (cited work),LaSrCuO,,,,SC,,,,,,,,,,,,FALSE,10.1103/PhysRevB.91.174505
LaSrCuO,LaSrCuO,Thin Film,,,SC,High-Tc,20 K,,,,,,,,,,TRUE,10.1016/0921-4534(90)90170-J
La-Sr-Cu-O,LaSrCuO4,,,,SC,cuprate,40 K,,,,,,,,,,,10.1103/PhysRevB.39.2333
"(La,Sr)CuO₄",LaSrCuO4,Bulk,,,SC,High-Tc/cuprate,40 K,,,layered perovskite,,,,,,,,10.1103/PhysRevLett.87.227002
LaSrCuO₄,LaSrCuO4,,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.39.721
LaSrCuO₄,LaSrCuO4,Bulk,,,SC,High-Tc/cuprate,,,,layered,,,,,,,,10.1103/PhysRevB.41.8824
LaSrCuO4,LaSrCuO4,Bulk,,,SC,cuprate,280 K,,Orthorhombic,,,,,,,,False,10.1103/PhysRevB.41.8949
LaSrFeO4,LaSrFeO4,Bulk,,,NSC,,,,Tetragonal,K2NiF4,D4h17,,,,,,True,10.1103/PhysRevB.43.10496
LaSrH₂₂,LaSrH₂₂,Bulk,,,SC,High-Tc,173 K,200 GPa,Orthorhombic,clathrate,Imma,,,,,,FALSE,10.1103/PhysRevB.107.134509
LaSrNiO2F2,LaSrNiO2F2,Bulk,,,NSC,,,,,square planar,,,,,,,FALSE,10.1103/PhysRevMaterials.8.024803
LaSrNiO4,LaSrNiO4,Bulk,,,NSC,,No superconductivity down to 30 mK,,,K2NiF4 structure type,,,,,,,True,10.1103/PhysRevB.43.1229
LaTaON2,LaTaON2,Bulk,,,NSC,,,,,perovskite,,,,,,,FALSE,10.1103/PhysRevB.90.014508
LaTbCuO4,LaTbCuO4,Bulk,,,SC,High-Tc/cuprate,,up to 5 GPa,,T*-phase,,,,,,,True,10.1103/PhysRevB.45.7580
LaTe,LaTe,Bulk,,,SC,,~1 K,,Cubic,NaCl,,,,,,,True,10.1103/PhysRevB.11.500
Lanthanum Telluride,LaTe,Bulk,,,SC,Conventional/BCS,0.07 K (calculated),,,,,,,,,,FALSE,10.1103/PhysRevB.104.054515
LaTe,LaTe1.5,Bulk,,,SC,Classical,1.5 K,,,,,,,,,,TRUE,Handbook of SC
LaThH12,LaThH12,Bulk,,,SC,High-Tc,186.4 K,100 GPa,Pm-3m,Cubic,Pm-3m,,,,,,FALSE,10.1016/j.mtphys.2023.101233
LaTi2Al20,LaTi2Al20,,,,NSC,,,,Cubic,CeCr2Al20-type,Fd-3m,,,,,,FALSE,10.1103/PhysRevB.88.085124
LaTi2Al20,LaTi2Al20,Bulk,,,SC,Type-I,,,,Cage compound,,,,,,,FALSE,10.1103/PhysRevB.99.224505
LaTi3Bi4,LaTi3Bi4,Bulk,,,NM,,NSC,,Orthorhombic,Distorted kagome,Fmmm (No. 69),,,,,,FALSE,10.1103/PhysRevB.111.035145
LaTiO3,LaTiO3,Bulk,,,NSC,,,,,perovskite,,,,,,,,10.1103/PhysRevB.39.4217
LaTiO3,LaTiO3,,,,NSC,,,,,,,,,,,,,10.1103/PhysRevB.104.045143
LaTiO3,LaTiO3,,,,Mott insulator,,,,,Perovskite,,,,,,,FALSE,10.1103/PhysRevResearch.1.012005
Lanthanum Titanate,LaTiO3,Bulk,,,NSC,,,,,perovskite,,,,,,,FALSE,10.1103/PhysRevLett.98.115503
LaTiO3,LaTiO3,Bulk,,,NSC,,NSC,,,,,,,,,,FALSE,10.1103/PhysRevB.89.035134
LaTiO3/KTaO3 (001) interface,LaTiO3/KTaO3,Thin Film,8 f.u. (LTiO) / 8 f.u. (KTO),KTaO3,NSC,oxide,NSC,,Orthorhombic/Cubic (interface),Perovskite,Pbnm (LaTiO3),5.595 Å,5.595 Å,7.912 Å,,,FALSE,10.1103/PhysRevLett.132.216201
LaTiO3/KTaO3 (110) interface,LaTiO3/KTaO3,Thin Film,8 f.u. (LTiO) / 4 f.u. (KTO),KTaO3,SC,oxide,,,Orthorhombic/Cubic (interface),Perovskite,Pbnm (LaTiO3),5.595 Å,5.595 Å,7.912 Å,,,FALSE,10.1103/PhysRevLett.132.216201
LaTiO3/KTaO3 (111) interface,LaTiO3/KTaO3,Thin Film,,KTaO3,SC,oxide,,,Orthorhombic/Cubic (interface),Perovskite,Pbnm (LaTiO3),5.595 Å,5.595 Å,7.912 Å,,,FALSE,10.1103/PhysRevLett.132.216201
Lanthanum Titanate/Strontium Titanate Interface,LaTiO3/SrTiO3,Interface,,,SC,oxide,,,,,,,,,,,,10.1103/PhysRevB.87.014505
Lanthanum Titanate/SrTiO3 Interface,LaTiO3/SrTiO3,Thin Film,10 unit cells,TiO2-terminated SrTiO3 single crystal,SC,,0.24 K,,,,,,,,,,TRUE,10.1103/PhysRevB.100.064506
LaTiO3/SrTiO3 interface,LaTiO3/SrTiO3,Thin Film,,SrTiO3,SC,,,,,Perovskite,,,,,,,FALSE,10.1103/PhysRevB.92.174531
LaTiO3/SrTiO3 interface 2-DEG,LaTiO3/SrTiO3,,,SrTiO3,SC,oxide interface,,,,,,,,,,,FALSE,10.1103/PhysRevB.99.104515
LaTiO3/SrTiO3 interface,LaTiO3/SrTiO3,Thin Film,,SrTiO3,SC,oxide interface,,Ambient,,,,,,,,,FALSE,10.1103/PhysRevB.104.184505
LaTiO3/SrTiO3,LaTiO3/SrTiO3,Thin Film,,,SC,High-Tc,300 mK,,,,,,,,,,TRUE,10.1016/j.physc.2015.02.028
LaTiO3/SrTiO3 (001) interface (from cited work),LaTiO3/SrTiO3 (001),Thin Film,,SrTiO3 (001),SC,,,ambient,,,,,,,,,FALSE,10.1103/PhysRevB.94.144517
LaTiO₃,LaTiO₃,Bulk,,,NSC,,,,,distorted perovskite,,,,,,,,10.1103/PhysRevB.63.161103
La-Tl-Sr-Ca-Cu-O,LaTl2Sr2Ca2Cu3O11.5,Bulk,,,SC,High-Tc,77 K (zero resistance),,,,,,,,,,True,10.1103/PhysRevB.39.2918
LaTl3,LaTl3,Bulk,,,SC,,1.5 K,,,,,,,,,,,10.1103/PhysRevB.12.4836
LaTl₃,LaTl₃,Bulk,,,SC,,1.63 K,,,,,4.799 Å,,,,,TRUE,Handbook of SC
LaTl₃,LaTl₃,Bulk,,,SC,,1.6 K,,Cubic,Cu₃Au type,cP4,,,,,,TRUE,Handbook of SC
2D Attractive Hubbard Model (Half-Filled),"Lattice model: spin-1/2 fermions on a 2D square lattice with onsite attraction U = -4t, chemical potential μ = 0 (half-filling)",Bulk,,,SC,s-wave spin-singlet,"Λ_c ≃ 0.378t (critical scale for instability, not a thermal Tc; t is the hopping parameter)",,Square lattice (2D),Square lattice,,,,,,,FALSE,10.1103/PhysRevB.102.235160
2D Repulsive Hubbard Model (Half-Filled),"Lattice model: spin-1/2 fermions on a 2D square lattice with onsite repulsion U > 0, chemical potential μ = 0 (half-filling)",Bulk,,,SC (d-wave)/AFM,High-Tc,,,Square lattice (2D),Square lattice,,,,,,,FALSE,10.1103/PhysRevB.102.235160
LaV2Al20,LaV2Al20,,,,NSC,,,,Cubic,CeCr2Al20-type,Fd-3m,,,,,,FALSE,10.1103/PhysRevB.88.085124
LaV2Al20,LaV2Al20,Bulk,,,NSC,,,,Cubic,CeCr2Al20-type,Fd-3m,14.6219,14.6219,14.6219,,,TRUE,10.1103/PhysRevB.93.134507
LaVO3,LaVO3,Bulk,,,NSC,,,,,perovskite,,,,,,,,10.1103/PhysRevB.39.4217
Lanthanum-Yttrium Ternary Hydrides,LaYH10,Bulk,,,SC,High-Tc,253 K,,,,,,,,,,FALSE,10.1016/j.physc.2021.1353896
LaYH12,LaYH12,Bulk,,,SC,High-Tc,191 K,180 GPa,Pm3m,Cubic,Pm3m,,,,,73-77 T,FALSE,10.1016/j.mattod.2021.03.025
LaYH20,LaYH20,Bulk,,,SC,High-Tc,253 K,183 GPa,,,,,,,,,TRUE,10.1103/PhysRevB.111.054517
LaYH20,LaYH20,Bulk,,,SC,High-Tc,252 K,180 GPa,R3m,Cubic,R3m,,,,,99-101 T,FALSE,10.1016/j.mattod.2021.03.025
LaZn1.2Cu0.4Sn2,LaZn1.2Cu0.4Sn2,Bulk,,,SC,Type-II,5.4 K,,Tetragonal,Defective CaBe2Ge2-type,P 4/nmm,4.4856,,10.6178,10 mT,0.34 T,TRUE,10.1016/j.jallcom.2024.175025
LaZn1.446Sn2,LaZn1.446Sn2,Bulk,,,SC,Type-II,5.0-5.2 K,,Orthorhombic,Own,Cmmm,6.3181,21.445,6.3378,,,TRUE,10.1016/j.jallcom.2024.175025
LaZn1.5Sn2,LaZn1.5Sn2,Bulk,,,SC,Type-II,5.5 K,,Tetragonal,Defective CaBe2Ge2-type,P 4/nmm,4.509,,10.67,10 mT,0.34 T,TRUE,10.1016/j.jallcom.2024.175025
La_{1.6-x}Nd_{0.4}Sr_{x}CuO_4,La_{1.6-x}Nd_{0.4}Sr_{x}CuO_4,Bulk,,,SC,High-Tc/cuprate,,,,perovskite,,,,,,,FALSE,10.1103/PhysRevB.77.224410
La_{2-x}Ba_{x}CuO_{4},La_{2-x}Ba_{x}CuO_{4},,,,SC,cuprate,,,,,,,,,,,FALSE,10.1103/PhysRevB.109.054501
La_{2-x}Sr_xCuO_4 (cited),La_{2-x}Sr_xCuO_4,Bulk,,,SC,cuprate,,,,,,,,,,,FALSE,10.1103/PhysRevB.82.085318
La_{2-x}Sr_xCuO_4,La_{2-x}Sr_xCuO_4,Bulk,,,SC,cuprate,38.5 K,,,,,,,,,,FALSE,10.1103/PhysRevLett.96.157001
La_{2-x}Sr_xCuO_4,La_{2-x}Sr_xCuO_4,,,,SC,High-Tc/cuprate,,,,,,,,,,,FALSE,10.1103/PhysRevB.108.L100504
LSCO,La_{2-x}Sr_{x}CuO_4,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.74.014406
La_{2-x}Sr_{x}CuO_{4} (Tc=13.5 K),La_{2-x}Sr_{x}CuO_{4},Thin Film,13.2 nm,LaSrAlO4,SC,cuprate,13.5 K,,,,,,,,,,TRUE,10.1103/PhysRevLett.122.027003
La_{2-x}Sr_{x}CuO_{4} (Tc=7 K),La_{2-x}Sr_{x}CuO_{4},Thin Film,13.2 nm,LaSrAlO4,SC,cuprate,7 K,,,,,,,,,,TRUE,10.1103/PhysRevLett.122.027003
La_{2-x}Sr_{x}CuO_{4},La_{2-x}Sr_{x}CuO_{4},,,,SC,High-Tc/cuprate,,,,,,,,,,,FALSE,10.1103/PhysRevB.89.024502
La_{2-x}Sr_{x}CuO_{4},La_{2-x}Sr_{x}CuO_{4},Bulk,,,SC,cuprate,,,,,,,,,,,TRUE,10.1103/PhysRevB.90.125145
Lanthanum Strontium Copper Oxide,La_{2-δ}Sr_{δ}CuO_4,Crystal,10 μm,,SC,High-Tc/cuprate,,,,Layered,,,,,,,,10.1103/PhysRevB.101.024504
La₀.₅Lu₀.₅Ni₂B₂C,La₀.₅Lu₀.₅Ni₂B₂C,Bulk,,,SC,,14.8 K,,,,,3.577 Å,,10.44 Å,,,TRUE,Handbook of SC
La₀.₅Lu₀.₅Ni₂B₂C,La₀.₅Lu₀.₅Ni₂B₂C,Bulk,,,SC,Type-II,14.8 K,,Tetragonal,borocarbide,tI12,,,,,,TRUE,Handbook of SC
La₀.₅Th₀.₅Ni₂B₂C,La₀.₅Th₀.₅Ni₂B₂C,Bulk,,,SC,,3.9 K,,,,,3.746 Å,,9.929 Å,,,TRUE,Handbook of SC
La₀.₅Th₀.₅Ni₂B₂C,La₀.₅Th₀.₅Ni₂B₂C,Bulk,,,SC,Type-II,3.9 K,,Tetragonal,borocarbide,tI12,,,,,,TRUE,Handbook of SC
La₀.₆₈Al₀.₃₂,La₀.₆₈Al₀.₃₂,Bulk,,,SC,Type-II,3.23 K,,Amorphous,Amorphous,,,,,,-26.2 kG/K,True,10.1103/PhysRevB.19.193
La₀.₇Sr₁.₃CuO₄F,La₀.₇Sr₁.₃CuO₄F,Bulk,,,SC,High-Tc/cuprate,55 K,,,,,,,,,,,10.1103/PhysRevB.60.6888
La₀.₇₂Ga₀.₂₈,La₀.₇₂Ga₀.₂₈,Bulk,,,SC,Type-II,3.09 K,,Amorphous,Amorphous,,,,,,,True,10.1103/PhysRevB.18.3263
La₀.₇₃Al₀.₂₇,La₀.₇₃Al₀.₂₇,Bulk,,,SC,Type-II,3.82 K,,Amorphous,Amorphous,,,,,,-23.9 kG/K,True,10.1103/PhysRevB.19.193
La₀.₇₄Ga₀.₂₆,La₀.₇₄Ga₀.₂₆,Bulk,,,SC,Type-II,3.39 K,,Amorphous,Amorphous,,,,,,,True,10.1103/PhysRevB.18.3263
La₀.₇₅Al₀.₂₅,La₀.₇₅Al₀.₂₅,Bulk,,,SC,Type-II,3.98 K,,Amorphous,Amorphous,,,,,,-25.0 kG/K,True,10.1103/PhysRevB.19.193
La₀.₇₆Au₀.₂₄,La₀.₇₆Au₀.₂₄,Bulk,,,SC,Type-II,,,Amorphous,Amorphous,,,,,,,,10.1103/PhysRevB.18.3263
La₀.₇₆Ga₀.₂₄,La₀.₇₆Ga₀.₂₄,Bulk,,,SC,Type-II,3.62 K,,Amorphous,Amorphous,,,,,,,True,10.1103/PhysRevB.18.3263
La₀.₇₈Al₀.₂₂,La₀.₇₈Al₀.₂₂,Bulk,,,SC,Type-II,4.30 K,,Amorphous,Amorphous,,,,,,-26.7 kG/K,True,10.1103/PhysRevB.19.193
La₀.₇₈Ga₀.₂₂,La₀.₇₈Ga₀.₂₂,Bulk,,,SC,Type-II,3.64 K,,Amorphous,Amorphous,,,,,,2.25 T/K,True,10.1103/PhysRevB.18.3263
La₀.₈₀Al₀.₂₀,La₀.₈₀Al₀.₂₀,Bulk,,,SC,Type-II,4.43 K,,Amorphous,Amorphous,,,,,,-25.4 kG/K,True,10.1103/PhysRevB.19.193
